created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-11 20:00:00+00:00,"RT @JavedAhmad1408: Arrest the Corona virus... This idiot is more dangerous 😡 than any other Virus..
@dgpup @Uppolice @CMOfficeUP @myogiadi…",MahfoozRaza20,kanpur india,"*नफरत करके क्यों बढ़ाते हो अहमियत किसी की,..* *माफ करके शर्मिंदा करने का तरीक़ा भी तो कुछ बुरा नहीं!!...*",1694,2041,78214,False,"Arrest the Corona virus... This idiot is more dangerous 😡 than any other Virus..
@dgpup @Uppolice @CMOfficeUP @myogiadityanath  See this🤬🤬

#Arrest_Anuj https://t.co/CqBo9I0U4B"
2020-02-11 20:00:00+00:00,RT @royally_fiery: BJP must be only party to have *supporters* that blame BJP for not lifting Paki students from Wuhan until they humiliate…,jahnavis20,india,DPSRKP’19 | Stanford’23 | Author,26,151,1935,False,"BJP must be only party to have *supporters* that blame BJP for not lifting Paki students from Wuhan until they humiliate you, and now blaming RW intolerance when RW didn't even celebrate Ram Mandir, while Amanatullah got away with Hinduon ki kabar khudegi and Sharjeel Imam."
2020-02-11 20:00:07+00:00,ETAuto | Coronavirus outbreak could disrupt supply chains in mid-term: Ind-Ra https://t.co/sMmwPVMLye,ETAuto,new delhi india,"The Economic Times, The No.1 Business Daily In India, is your most trusted resource on #cars #bikes & #automobiles",27093,96,77081,False,
2020-02-11 20:00:22+00:00,"Human cost of China's #Coronavirus outbreak is tragic.Cost to #businesses around the #world could also become severe,if many of d plants across China remain closed.
Auto plants could be among d first to feel d impact.

#GlobalEconomy
https://t.co/UYnWK1ZKWQ",Stuti8220,india,"#Entrepreneur #Hodophile #GreenLiving
Former Professor,#Virtue over #Vanity",1235,403,15404,False,
2020-02-11 20:01:00+00:00,@BedardiBaalma @teaventi_ GIRL THERE IS CORONA VIRUS GOING ON. LITERALLY NO ONE Has time for your online feud.,PrinceXchar,new delhi india,"Are you ready to Live a little, Sin a lot ?",17,238,1242,False,
2020-02-11 20:01:30+00:00,"RT @ndmaindia: Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #coronavirus

What precautions should i take while travell…",siddam2,india,"This is SP ( Retweets are not endorsement )

https://t.co/gKkjSF9cQ7",244,4997,8938,False,"Novel Coronavirus (2019-nCoV) advice for the public: #MythBusters #coronavirus

What precautions should i take while travelling? (2019-nCoV)?

Courtesy 
@WHO https://t.co/fpmfb8nFEa"
2020-02-11 20:01:37+00:00,"RT @WW3Info: #WorldWar3 : #WuhanCoronavirus likely originated from China's #BiologicalWarfare program, alleges US @SenTomCotton . Former @I…",NBhalwankar,mumbai maharashtra india,"Proud Indian, Software Engineer working as IT Professional at NGO, Technology Freak, Cricket Lover",2757,736,5816,False,"#WorldWar3 : #WuhanCoronavirus likely originated from China's #BiologicalWarfare program, alleges US @SenTomCotton . Former @Israel intelligence officer, Dr. Dany Shoham, says novel Coronavirus is lab-made #BioWeapon from China’s biological warfare program https://t.co/TipNXqplL4 https://t.co/ysfovTwXDW"
2020-02-11 20:01:43+00:00,New post (Coronavirus emergency holds a very grave threat for world: WHO) has been published on ApzWeb - https://t.co/EN4mtASuFU,Vsplusonline,india,Web Hosting India | Web Hosting Space Unlimited | Free Domain Registration | Top Hosting India | Unlimited Domains | Reseller | VPS | Dedicated Server,152,32,39169,False,
2020-02-11 20:01:48+00:00,Coronavirus emergency holds a very grave threat for world: WHO https://t.co/EN4mtASuFU,Vsplusonline,india,Web Hosting India | Web Hosting Space Unlimited | Free Domain Registration | Top Hosting India | Unlimited Domains | Reseller | VPS | Dedicated Server,152,32,39169,False,
2020-02-11 20:02:30+00:00,Don’t Let Coronavirus Fears Keep You From Supporting Chinese Restaurants https://t.co/FNNsShLm7j,CyberBlog1,rajkot india,We Provide Latest cyberNews From All Over the World. And We Provide Free Latest cyberTutorial for learning new Technological Laungage.,21,18,6566,False,
2020-02-11 20:02:41+00:00,"RT @DrZobo: Not all heroes wear Capes. Some wear Masks and have scars.
While we were here trending #CoronaVirus, some people were in the fr…",ManpritShergill,new delhi india,"DP/Director Ex CNN-IBN, News X, Travel is priority, only sensible Bollywood but mainly into Documentaries/short films. Photography is first love.",225,321,2175,False,"Not all heroes wear Capes. Some wear Masks and have scars.
While we were here trending #CoronaVirus, some people were in the front lines.

Here’s to these everyday heroes, fighting to keep China and the rest of the world safe from the deadly disease. 👏
📷 People's Daily, China. https://t.co/OFxKPGprqf"
2020-02-11 20:02:43+00:00,"@SujayLive I watched a video here yesterday, was probably Wuhan, the government sent people to weld people’s door. How insane is the government?",timonredindian,india,"Liverpool FC, Football, Dogs, Food, Dog food, Humanity, Humility & Kindness.",417,849,8018,False,
2020-02-11 20:02:48+00:00,"RT @charts_k: #BTS Map of the Soul: 7's First Week Hanteo Sales ranking based on C-ARMYs orders alone: 681,982 (#7) 👏

C-ARMYs made this ch…",On_Moon_Ugh,new delhi india,"https://t.co/IsoE0a8QcT 👀 
I love Bangtan🌂 7 IS AOTY⚡ proud to be a bangwool 🌱crazy for myself 💜 i miss bangtannies 🌿☆ header- @venni_y",1138,2634,68588,False,"#BTS Map of the Soul: 7's First Week Hanteo Sales ranking based on C-ARMYs orders alone: 681,982 (#7) 👏

C-ARMYs made this chart and posted on Baidu 😆 https://t.co/W1Kf5tL9OI https://t.co/G1pJysTG7I"
2020-02-11 20:02:50+00:00,"COVID-19 

#COVID19 #coronavirus 
#CoronavirusOutbreak",RaamNtr,hyderabad india,"INDIA, KKR, NTR, Dada, BIGG BOSS !!
PUBG 😍     https://t.co/QdAEdUZfz0",1292,341,5285,False,
2020-02-11 20:03:31+00:00,"For the new bangs, someone called me China ka maal.
I can't even...",sherdiputtar,mumbai india,Perpetually daydreaming about food.,2616,1021,15551,False,
2020-02-11 20:03:31+00:00,China’s private nursing homes out of reach for most of elderly - Financial Times https://t.co/NE5mqLe8lz,lifenursingcare,new delhi india,ELDERLYCARE | BABYCARE NURSINGCARE FEMALENURSING | PATIENTCARE | DELHI | GURGAON | NOIDA +91 87 5078 5078,22,46,4863,False,
