created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-18 13:00:01+00:00,"JUST IN | A 68 year old woman has tested positive for #coronavirus in #Mumbai on Wednesday 

reports @jyotishelar",the_hindu,chennai india,News feeds from India's National Newspaper,6049092,202,310617,True,
2020-03-18 13:00:03+00:00,RT @sophiasgaler: Love In A Time Of Corona - tinder chat up lines are levelling UP https://t.co/3RBWtxK7tN,suchamojo_,gurgaon india,Mobile Journalist & Documentary Filmmaker  | Head of storytelling @pluc_tv  @LetMeBreathe_In | Training creators across India | Published @httweets @aljazeera,470,1898,1786,False,Love In A Time Of Corona - tinder chat up lines are levelling UP https://t.co/3RBWtxK7tN
2020-03-18 13:00:04+00:00,RT @RahulGandhi: Quick aggressive action is the answer to tackling the #Coronavirus . India is going to pay an extremely heavy price for ou…,Mohamma34510457,kolkata india,bjp hatao desh bachao,56,257,1168,False,Quick aggressive action is the answer to tackling the #Coronavirus . India is going to pay an extremely heavy price for our governments inability to act decisively.
2020-03-18 13:00:06+00:00,"Warning to the public
The citizens of India
🌹
Gathering is the sprout of  dreaded corona,get yourself isolated,that is only safeguarded measures. Sanitizing yourself will assist YOU COME out from corona FRIGHT. https://t.co/Zkl04O0CqS",jpgoswami_delhi,new delhi india,"A PRINCE🌹HIGH STATUS🌹 CELESTIAL SOUL. POET.LYRICIST.WRITER .WELL VERSED SHRIMAD BHAGVAT PURAN.
NEPHEW EX PM AB BAJPAYEE🌹BJP/RSS 🌹MEMBER👈",891,116,50789,False,
2020-03-18 13:00:08+00:00,RT @MaliniP: There's no question that @narendramodi &amp; his Govt are doing their best to stay ahead of the curve on the #Coronavirus challeng…,Pobbathi_Venku,hyderabad india,"Pls donate to #BharatKeVeer
https://t.co/WhEMe2bnaW",603,3566,321309,False,There's no question that @narendramodi &amp; his Govt are doing their best to stay ahead of the curve on the #Coronavirus challenge &amp; have done brilliantly so far in the impressive containment strategy.The Opposition must cooperate with Govt in fighting this deadly scourge! https://t.co/hbtvJJlBOQ
2020-03-18 13:00:08+00:00,"RT @PBNS_India: A public message from a resident doctor of Safderjung hospital in Delhi.
#COVID19 
#coronavirus https://t.co/6N1YaFgSQE",1988avijain,india,"https://t.co/8f2XzhyGBj in computer science, work in govt project eNAM,travel boy,foodie,trainer, politicians by nature.",385,308,115503,False,"A public message from a resident doctor of Safderjung hospital in Delhi.
#COVID19 
#coronavirus https://t.co/6N1YaFgSQE"
2020-03-18 13:00:09+00:00,"Due to covid-19, over 850 million students worldwide not at school: UNESCO
https://t.co/LASKWzzhA9",HindustanTimes,new delhi india,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.,13610,14,129436,True,
2020-03-18 13:00:09+00:00,"RT @rameshlaus: #BREAKING : One more confirmed #CoronaVirus case in TN.. 

A man who came via a train from #Delhi to #Chennai 

He is being…",Thalaviky57,madurai south india,"Sai...Sai 🙏🙏🙏

👆тнαℓα νєяιуαи😈

💪Believe In Yourself💪👉 NEVER EVER GIVE UP👈 #என்றும்_தலஅஜித் 🙏 எண்ணம் போல் வாழ்க்கை ❤️🙏",2508,911,97311,False,"#BREAKING : One more confirmed #CoronaVirus case in TN.. 

A man who came via a train from #Delhi to #Chennai 

He is being treated now.."
2020-03-18 13:00:11+00:00,"""Be Responsible, Be Quarantined &amp; Stay Safe"". Let's fight this situation together - Team #Nishabdham #COVID19 

▶️https://t.co/7aMOeitGQm

#CoronaVirusIndia #BeSafe #Quarantine https://t.co/Hp5EPvOXQZ",madurimadhu1,hyderabad india,"senior film journalist, critic, script writer & Cinema buro incharge@ Namasthay Telangana daily, present PRO #Uppena, Allu arjun-Sukumar #AA20, Mythri movies",524,379,1105,False,
2020-03-18 13:00:18+00:00,"RT @srivatsayb: Chinese Virus, Puncturewalas, Jersey Cow, Urban Naxal, Tukde Tukde Gang, Identify them by their Clothes....

Bigots worldwi…",kiranmartis9,mumbai india,Helping build a better world/ humans and mother nature coexisting/ issues of environment n injustices resolved/ the corrupt definitely not inheriting the earth!,1545,1179,146862,False,"Chinese Virus, Puncturewalas, Jersey Cow, Urban Naxal, Tukde Tukde Gang, Identify them by their Clothes....

Bigots worldwide rely on making the masses hate others to distract and hide their own incompetence and failures https://t.co/a0eysBuMmb"
2020-03-18 13:00:26+00:00,RT @spectatorindex: JAPAN: Chinese official says drug produced by Japanese company Fujifilm showed good clinical results against coronaviru…,rajkhodanpur,hubli india,Akshay Kumar is my Inspiration.! ❤️,290,97,9663,False,JAPAN: Chinese official says drug produced by Japanese company Fujifilm showed good clinical results against coronavirus.
2020-03-18 13:00:27+00:00,RT @charliekirk11: China lied. People died.,iamrazee555,maharashtra india,"KATTAR SHAHA RUKH KHAN FAN 😍, PROUD TO BE INDIAN MUSLIM THAT'S IT 😎",397,325,8571,False,China lied. People died.
