created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-12 01:04:48+00:00,Coronavirus: Trump plans marketing campaign occasion regardless of White Home telling public to keep away from crowds https://t.co/Cw5ybP9trH,livdose,bathinda india,We represent https://t.co/xuQcPJtX26 and Livdose is one of our digital properties. It is India’s leading website that provides viral content.,29,2,14557,False,
2020-03-12 01:04:52+00:00,"RT @BeijingPalmer: when India had a Nipah virus outbreak in 2018, three doctors identified it, reported it, the authorities immediately got…",vsur,india,RT is not endorsement!,61,122,32158,False,"when India had a Nipah virus outbreak in 2018, three doctors identified it, reported it, the authorities immediately got in touch with WHO. 2,000 people were quarantined, 17 people died total. https://t.co/393SD7acUG https://t.co/7QVlpHkDqk"
2020-03-12 01:04:52+00:00,"RT @OpIndia_com: 44 persons in Iran die of methanol consumption after rumours that alcohol can prevent Coronavirus infection

https://t.co/…",Soumendra_007,bhubaneshwar india,"#Responsible_Citizen ! #Live_With_A_Cause.
                                                                                Retweet not always endorsement.",357,372,12145,False,"44 persons in Iran die of methanol consumption after rumours that alcohol can prevent Coronavirus infection

https://t.co/DivqmFWWJ2"
2020-03-12 01:05:11+00:00,"Just returned from London. The difference in approach towards Covid can’t be more alarming.
London Airport: No masks, people coughing around, no screening
Delhi Airport: Purell dispensers littered around airport, majority wearing masks, mandatory health screening",yaminipg1,chandigarh india,"Your DP, Name, Status msg, Tweets, Retweets, Comments, Likes, people you block, people who block you, everything tells a lot about you...Your silence also.",582,1716,5078,False,
2020-03-12 01:05:26+00:00,RT @AdnanSamiLive: Prince Charles is having to switch to ‘Namaste’ as opposed to the usual ‘Hand Shake’ due to the #coronavirus ... Surely…,MilanMishra2,gurgaon india,.,836,549,18582,False,"Prince Charles is having to switch to ‘Namaste’ as opposed to the usual ‘Hand Shake’ due to the #coronavirus ... Surely it’s better!😉😊🙏
https://t.co/9UtCPNOUgd"
2020-03-12 01:05:30+00:00,"RT @zoo_bear: COVID-19 advice by WHO for the public : The keys to halting the spread of coronavirus are good hygiene, Wash your hands frequ…",hussain_amz,new delhi india,"Committed for work, professional. 
What you will say about me, I have already thought about myself and much worse.",762,570,27623,False,"COVID-19 advice by WHO for the public : The keys to halting the spread of coronavirus are good hygiene, Wash your hands frequently, Maintain social distancing, Avoid touching eyes, nose and mouth, Practice respiratory hygiene.

COVID-19 advice by a few crackpots. 👇🤷🏾‍♂️🙆🏾‍♂️🤦🏾‍♂️ https://t.co/nFs9ZkgmKn"
2020-03-12 01:05:32+00:00,"RT @fayedsouza: As the media now plunges into the political story developing in MP, let’s stay focused on accountability 
- Delhi Riots 
-…",daya987654321,sambalpur odisha india,,128,651,18434,False,"As the media now plunges into the political story developing in MP, let’s stay focused on accountability 
- Delhi Riots 
- JNU attack . No Arrests
- Coronavirus cases
- Yes Bank collapse"
2020-03-12 01:05:35+00:00,"I've just posted a new blog: India Suspends Most Visas as WHO Says Coronavirus Is Pandemic - Bloomberg

India Suspends Most Visas as WHO Says Coronavirus Is Pandemic  Bloomberg

India suspending all tourist visas amid coronavirus pandemic | TheHill  The Hill

India cancels a…",aakash1314,kerala india,,269,378,13481,False,
2020-03-12 01:05:46+00:00,"Never forget the 60,000 Jews suffering at the hands of coronavirus in New York, National Emergency NOW! https://t.co/Q7R3AcZQof",GOTOHELLUSA88,poo india,"Unapologetic yellow shariaist, Chai Soua Vang acted in self-defense.
Primary: @BURNINHELLUSA88",184,381,3275,False,
2020-03-12 01:05:46+00:00,RT @lalpra: More than a billion people stayed in queues patiently for more than 3 months as 85% of currency was extinguished. The civilised…,drvipulbothara,dhule mumbai india,"Doctor, love music, good books and a die hard movie buff.. foodie.. with all 32 sweet teeth.. politically incorrect.",550,411,139507,False,More than a billion people stayed in queues patiently for more than 3 months as 85% of currency was extinguished. The civilised world is currently stabbing each other over toilet paper. That is enough to tell which society is anti-fragile https://t.co/CWSlsmz50l
