created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-07 12:14:23+00:00,"RT @_kritikaRao_: #JacSimFever

CoronaVirus changed his Name 
What is his new name ?

Comment below Fast",Sanchit63262130,india,Fan of @imrealasim,328,442,10281,False,"#JacSimFever

CoronaVirus changed his Name 
What is his new name ?

Comment below Fast"
2020-03-07 12:14:28+00:00,Ye thug life 😎 @myogiadityanath ji hey https://t.co/vHrwZ3Ss52,Saru81589968,india,"FLD BY
@KapilMishra_IND
@TajinderBagga  @AMIT_GUJJU
@seriousfunnyguy , @mvmeet , @kanimozhi @pokershash
@NAN_DINI_ @Amritapandeyy @Voice_For_India @ShobhaBJP",28557,19895,84857,False,
2020-03-07 12:14:29+00:00,RT @BrandenJMusic: Using Namaste to greet your friends transfers ZERO bacteria. I think it’s time to implement this to prevent the spread o…,Parthap92593918,new delhi india,just a man searching 4 his destination.....,285,612,47866,False,Using Namaste to greet your friends transfers ZERO bacteria. I think it’s time to implement this to prevent the spread of Coronavirus. https://t.co/ENdwHO9WDX
2020-03-07 12:14:38+00:00,RT @elonmusk: The coronavirus panic is dumb,Abhinavb999,india,MBA-HR,493,388,4826,False,The coronavirus panic is dumb
2020-03-07 12:14:42+00:00,RT @sudarsansand: As the virus is spreading globally we must all take proper precautions to be safe but there is no need to panic #CoronaVi…,RjSomanath,india,"($om)
^Dancer,Yoga^",130,636,4492,False,As the virus is spreading globally we must all take proper precautions to be safe but there is no need to panic #CoronaVirus #COVD19 https://t.co/AiSsZXldcX
2020-03-07 12:14:46+00:00,RT @SinghNavdeep: Picture this: a soldier dies at a treacherous high altitude post on China border by slipping on icy rocks during deployme…,singhvivek73,hyderabad india,Lets Live and Discover Life !,828,937,89590,False,"Picture this: a soldier dies at a treacherous high altitude post on China border by slipping on icy rocks during deployment while answering the nature's call. Amount refused on the ground that at time of death he was answering nature's call, wasn't on duty
https://t.co/lDvzntIirL"
2020-03-07 12:14:55+00:00,"RT @mvmeet: In world,

AIDS found in Congo
Nipah in Malaysia
Corona in China
Ebola in South Sudan
Bird flu in Hong Kong
Dengue in Manila

B…",Gourish,india,"Armchair macroeconomist,  classical music aficionado. Private Banker, by profession.",500,1355,52414,False,"In world,

AIDS found in Congo
Nipah in Malaysia
Corona in China
Ebola in South Sudan
Bird flu in Hong Kong
Dengue in Manila

BUT

Crores gather in Kumbh Mela
Take bath at a time in same river

Yet no virus takes birth

Bcoz invisible scientific powers like God-Dharma protect us"
2020-03-07 12:14:55+00:00,RT @EmericanJohnson: Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in on…,GoyalBhuvan,india,,174,1723,8651,False,Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this isn't in our news.
2020-03-07 12:14:55+00:00,RT @CinemaRareIN: A documentary exploring the cultural impact of UK drill music and its complex links to the current knife crime epidemic.…,KhajitPurohit,ahmadabad city india,"खुश रहने की आदत बनाते हैं,  क्या पता गम रूठ के चला जाए...
Pure Gujarati  but Indian first",176,426,6799,False,"A documentary exploring the cultural impact of UK drill music and its complex links to the current knife crime epidemic.

Youtube Original Documentary feature #TermsAndCondition : #AUKDrillStory (2020) by #BrianHill, now up on @YouTubeIndia. 

Link https://t.co/onpK5dpukm https://t.co/Y9LGdxeKO7"
2020-03-07 12:14:57+00:00,RT @Abihabib: Who is going to tell her that journalism means reporting on what others are saying? The below isnt my logic. It is what was c…,Baavree,new delhi india,"https://t.co/8WDjaPPaYu 
- Most people in our country are totally fine with corruption provided that the corrupt are also communal -",3709,951,30528,False,Who is going to tell her that journalism means reporting on what others are saying? The below isnt my logic. It is what was conveyed to me by an official. Not sure why this is so difficult.We will report comments like “shoot the traitors” or “Together for all development for all” https://t.co/W6ighoAp1F
