created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-03-08 15:03:34+00:00,RT @SJosephBurns: The Coronavirus vs. the flu. https://t.co/tJi1cFLxnt,Nikhil_07,new delhi india,In this beautiful world of drama and chaos.,25,117,501,False,The Coronavirus vs. the flu. https://t.co/tJi1cFLxnt
2020-03-08 15:03:35+00:00,"RT @BBCWorld: ❌ Garlic
❌ ‘Miracle minerals’
❌ Drinkable silver
❌ Drinking water every 15 minutes
❌ Avoiding ice cream
❌ Home-made hand sani…",satish_jha,new delhi india,"Edited Dinamaan; co-founded @Jansatta; #PUCL Bulletin; #TiEPune #AshcroftSullivanJha, Led One Laptop per Child India!",2470,2809,54558,False,"❌ Garlic
❌ ‘Miracle minerals’
❌ Drinkable silver
❌ Drinking water every 15 minutes
❌ Avoiding ice cream
❌ Home-made hand sanitiser

The fake coronavirus health advice you should ignore  

@BBCRealityCheck  https://t.co/Dfej7SYmfP"
2020-03-08 15:03:36+00:00,Whoops... https://t.co/zEQQqfvrYN,priya_thyag,india,Communicator | Writer | Photographer | Traveler. Personal account; also find me on Instagram 👉 https://t.co/eFcXn5H3jn,948,839,13065,False,
2020-03-08 15:03:38+00:00,RT @elonmusk: The coronavirus panic is dumb,divinepotats,indore india,hogaya? ab ja,48,376,548,False,The coronavirus panic is dumb
2020-03-08 15:03:42+00:00,"RT @94_babyangel: TODAY YIXING WON THREE AWARDS 

 -pioneer producer of the year 
 -artist with most commercial value in china 
 -most infl…",PoohIndianEXOL,india,"INDIAN...... EXO-L 😍
K-Pop fan
Otaku😆",614,662,27489,False,"TODAY YIXING WON THREE AWARDS 

 -pioneer producer of the year 
 -artist with most commercial value in china 
 -most influential artist in Asia 

https://t.co/XRPHGvyu7v"
2020-03-08 15:03:48+00:00,RT @realDonaldTrump: We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY ea…,AbhayGonda,new delhi india,a person with an idea or a plan to execute but doing some passionless thing and looking for the right time to start. #TweetSelfWritten,233,1123,6958,False,"We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas, which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!"
2020-03-08 15:03:51+00:00,"RT @CGTNOfficial: 44 new #coronavirus cases confirmed on the Chinese mainland on March 7, including 41 in #Wuhan and 3 originating abroad;…",U_Plz_Die,vadodara gujarat india,"RCBian
PKMKB
NAMO NAMO

Jai Hind... 😊🙏",1842,375,137254,False,"44 new #coronavirus cases confirmed on the Chinese mainland on March 7, including 41 in #Wuhan and 3 originating abroad; 27 more deaths also reported. 
 
- 80,695 confirmed (63 from abroad) with another 109 in HK, 10 in Macao, 45 in Taiwan
- 57,065 discharged
- 3,097 deaths https://t.co/mSfCOdWvWt"
2020-03-08 15:03:53+00:00,"RT @alfonslopeztena: Italy has placed up to 16 million people, 1/4 of Italians under quarantine until 3 April to contain the spread of coro…",imsouvikb,bengaluru india,"Technical Solutions Consultant I, Aruba, a Hewlett-Packard Enterprise company",1510,4752,118719,False,"Italy has placed up to 16 million people, 1/4 of Italians under quarantine until 3 April to contain the spread of coronavirus. It’s forbidden to enter or leave Lombardy and 14 other central and northern provinces. Milan and Venice are both affected
https://t.co/Twf8xiFjwK https://t.co/8RHgQDl4J8"
2020-03-08 15:03:58+00:00,"RT @ambkcsingh: #cornoravirus invades body v. #CommunalVirus the mind, if not soul. Systems run by humans, with minds toxified, will fail.",anshsharma,india,Love | Passion | Life | Sarcastic | Scorpio | Music | Coffee | Not Highly Educated. | Autodidact | Gamer | co-creator | it's always better when we are together.,712,592,131440,False,"#cornoravirus invades body v. #CommunalVirus the mind, if not soul. Systems run by humans, with minds toxified, will fail. https://t.co/sf5xIdmjfM"
2020-03-08 15:04:09+00:00,"RT @ahmermkhan: Breaking: 5 more cases test positive in the Indian state of Kerala.

Total #coronavirus cases in India rises to reaches 39.",U_Plz_Die,vadodara gujarat india,"RCBian
PKMKB
NAMO NAMO

Jai Hind... 😊🙏",1842,375,137254,False,"Breaking: 5 more cases test positive in the Indian state of Kerala.

Total #coronavirus cases in India rises to reaches 39."
