created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-29 19:02:09+00:00,RT @mukeshmarda: Over 7 lakh small stores may have shut shop due to lockdown https://t.co/4nKwvIjOyU via @economictimes,YogisViewFinder,ghaziabad india,"Socialist, Wildlife Enthusiast, Nature Lover, Believes in Constitution, Follower of Buddha, Ambedkar, Periyar & Phule.",142,821,14174,False,Over 7 lakh small stores may have shut shop due to lockdown https://t.co/4nKwvIjOyU via @economictimes
2020-05-29 19:02:10+00:00,"RT @timesofindia: How Covid-19 attacks our lungs

Tiny blood clots in blood vessels in the lungs of some Covid-19 patients cause breathless…",9arwal,chandigarh india,Business Analyst/ Social Activist/ Proud Father/ Simple Human being/ Photographer and a proud Indian 🤓 Tweets Are Personal,156,498,3822,False,"How Covid-19 attacks our lungs

Tiny blood clots in blood vessels in the lungs of some Covid-19 patients cause breathlessness, resulting in them suddenly collapsing, says a new study

https://t.co/SdzwLezekS https://t.co/hnc1jHwPfQ"
2020-05-29 19:02:12+00:00,"RT @RSSinAction: @realDonaldTrump Tibet belongs to China

Arunachal belongs to China

Sikkim belongs to China

Hong Kong belongs to China…",VisKulkarni,mumbai india,"IT professional , Vande Mataram",1496,4689,24001,False,"@realDonaldTrump Tibet belongs to China

Arunachal belongs to China

Sikkim belongs to China

Hong Kong belongs to China

Taiwan belongs to China

South China Sea Territory belongs to China

China feels everything belongs to China except Corona,which actually belongs to China

#BoycottMadeInChina"
2020-05-29 19:02:12+00:00,"RT @vivekanandg: SAD.This is Deepak Hate,53, frm @MumbaiPolice succumbed to #Covid19 around 1am, Friday aftr being discharged on Thursday n…",GladiatorBJP,hyderabad india,"JAI HIND✊️ -PROUD INDIAN 🇮🇳 ❤ PROUD HINDU🙏JAI SHRIRAM✊BJP 💪😎,MS DHONI😎TELANGANA 😎",880,2460,43455,False,"SAD.This is Deepak Hate,53, frm @MumbaiPolice succumbed to #Covid19 around 1am, Friday aftr being discharged on Thursday night. Look at him, he's unable to walk due to weakness.Was he discharged frm NSCI, worli too early? 
@thakkar_sameet @MukulAgarwal66 @bhootnath @arvind_joshi https://t.co/VebibWun0f"
2020-05-29 19:02:12+00:00,Oh My God. While remembering this famous FRIENDS dialogue we are witnessing history as the USA dissociates itself from the WHO against the backdrop of the corona pandemic which the US alleges originated in China and to which the WHO failed to inform the ROW to control the spread https://t.co/NntFS0pMTT,jasuja,new delhi india,"Payments | Product Strategist | Fintech Global Top100Influencer | Financial Services | Views personal, not employers | #NoMoreManels | #YummyInMyTummy",10392,679,62465,True,
2020-05-29 19:02:14+00:00,RT @AKSFWA1: • @Suriya_offl fans Pathanamthitta District Committee sanitized KSRTC buses as part of #COVID19 cleaning Campaign #AKSFWA 👌❤️…,sabarirock654,erode india,"https://t.co/IO8wjZ7dk5

Gud things take time Dnt Giveup👦
@Suriya_offl #STR @imVkohli @ABdeVilliers17 💝 
@keerthyofficial love 💞
#RahulDravid Frvr🏏",954,2279,96403,False,"• @Suriya_offl fans Pathanamthitta District Committee sanitized KSRTC buses as part of #COVID19 cleaning Campaign #AKSFWA 👌❤️
Great job dear brothers ❤️👏
#KeralaFightsCorona
#SFCWelfareWorks
#1YrOfWorldsLargestCutoutNGK

@rajsekarpandian @SuriyaFansClub @venkatvnt @prabhu_sr https://t.co/tZKeTbvOIB"
2020-05-29 19:02:14+00:00,FIGHT AGAINST CORONA # MAFIA BIGG BOSS # FUNTIME https://t.co/w84jCm28sP,dilipgulatidg9,mumbai india,,141,73,41,False,
2020-05-29 19:02:15+00:00,"Assam reports 177 new Coronavirus cases 29 May. Assam's largest daily increase so far. Yesterday it was 97
  #AssamCovidCount",KUKIL14,north lakhimpur assam india,,340,557,908,False,
2020-05-29 19:02:15+00:00,"RT @priyankac19: Highest number of Covid-19 patients recovered in a day in the state today at 8381!
7358 of these recoveries are from Mumba…",SNeelofer,india,"I Am What I Am,I Am The Biggest N Die Hard Fan Of Salman Khan😗
I LOVE U SALMAN❤😍
BeingHuman Is Above All,
Live N Let Live,
Be Honest. . .👍
Alhamdulillah☺
^_^",390,24,53342,False,"Highest number of Covid-19 patients recovered in a day in the state today at 8381!
7358 of these recoveries are from Mumbai! 
🙏🏼🙏🏼
#Covid_19 #WarAgainstVirus"
2020-05-29 19:02:17+00:00,"RT @srivatsayb: PM Modi is publishing a 'Letter to Indians' tomorrow in newspapers

Its likely to be a front page Advert in 80+ papers acro…",umesh4real,chandigarh india,"Never stood down, Made my own way | Politics | Software Developer | State Secretary @IYCChandigarh | @IYC | @INCIndia",87,500,1209,False,"PM Modi is publishing a 'Letter to Indians' tomorrow in newspapers

Its likely to be a front page Advert in 80+ papers across India. Such an Ad would cost approx ₹8 cr in just Delhi🙄

Is PM CARES being used for Ads?

P.S. 50 AIIMS staff are COVID bcos they lack good masks &amp; PPE"
